health_color,account_id,date,compute_credits_consumed
Green,ACC-00547,2026-12-10,860.8
Green,ACC-00547,2026-12-17,1146.01
Green,ACC-00547,2026-12-24,1050.29
Green,ACC-00547,2026-12-31,958.4
Green,ACC-00548,2026-01-01,590.32
Green,ACC-00548,2026-01-08,625.48
Green,ACC-00548,2026-01-15,620.51
Green,ACC-00548,2026-01-22,520.97
Green,ACC-00548,2026-01-29,644.43
Green,ACC-00548,2026-02-05,504.78
Green,ACC-00548,2026-02-12,536.64
Green,ACC-00548,2026-02-19,462.25
Green,ACC-00548,2026-02-26,587.61
Green,ACC-00548,2026-03-05,601.61
Green,ACC-00548,2026-03-12,575.04
Green,ACC-00548,2026-03-19,459.6
Green,ACC-00548,2026-03-26,481.64
Green,ACC-00548,2026-04-02,514.29
Green,ACC-00548,2026-04-09,555.78
Green,ACC-00548,2026-04-16,547.11
Green,ACC-00548,2026-04-23,504.45
Green,ACC-00548,2026-04-30,557.0
Green,ACC-00548,2026-05-07,609.57
Green,ACC-00548,2026-05-14,455.5
Green,ACC-00548,2026-05-21,464.52
Green,ACC-00548,2026-05-28,614.57
Green,ACC-00548,2026-06-04,489.23
Green,ACC-00548,2026-06-11,583.63
Green,ACC-00548,2026-06-18,659.5
Green,ACC-00548,2026-06-25,530.78
Yellow,ACC-00548,2026-07-02,565.96
Green,ACC-00548,2026-07-09,613.95
Green,ACC-00548,2026-07-16,672.61
Green,ACC-00548,2026-07-23,496.54
Green,ACC-00548,2026-07-30,544.34
Green,ACC-00548,2026-08-06,471.79
Green,ACC-00548,2026-08-13,513.38
Green,ACC-00548,2026-08-20,520.18
Green,ACC-00548,2026-08-27,552.99
Green,ACC-00548,2026-09-03,523.79
Green,ACC-00548,2026-09-10,559.1
Green,ACC-00548,2026-09-17,439.15
Green,ACC-00548,2026-09-24,528.22
Green,ACC-00548,2026-10-01,591.61
Green,ACC-00548,2026-10-08,555.08
Green,ACC-00548,2026-10-15,465.63
Green,ACC-00548,2026-10-22,404.77
Green,ACC-00548,2026-10-29,544.06
Green,ACC-00548,2026-11-05,579.61
Green,ACC-00548,2026-11-12,494.24
Red,ACC-00548,2026-11-19,496.32
Yellow,ACC-00548,2026-11-26,568.2
Green,ACC-00548,2026-12-03,618.05
Green,ACC-00548,2026-12-10,617.71
Green,ACC-00548,2026-12-17,613.15
Green,ACC-00548,2026-12-24,674.0
Green,ACC-00548,2026-12-31,465.64
Green,ACC-00549,2026-01-01,1090.22
Green,ACC-00549,2026-01-08,1170.85
Green,ACC-00549,2026-01-15,1011.62
Green,ACC-00549,2026-01-22,1081.89
Green,ACC-00549,2026-01-29,1178.98
Green,ACC-00549,2026-02-05,1031.91
Green,ACC-00549,2026-02-12,1025.79
Green,ACC-00549,2026-02-19,1246.04
Green,ACC-00549,2026-02-26,1192.12
Green,ACC-00549,2026-03-05,1151.4
Green,ACC-00549,2026-03-12,1155.52
Red,ACC-00549,2026-03-19,1420.14
Green,ACC-00549,2026-03-26,1071.81
Green,ACC-00549,2026-04-02,1173.05
Yellow,ACC-00549,2026-04-09,1206.46
Green,ACC-00549,2026-04-16,931.06
Green,ACC-00549,2026-04-23,956.19
Green,ACC-00549,2026-04-30,1195.8
Green,ACC-00549,2026-05-07,1249.82
Green,ACC-00549,2026-05-14,1003.05
Green,ACC-00549,2026-05-21,1069.47
Green,ACC-00549,2026-05-28,1176.44
Green,ACC-00549,2026-06-04,996.93
Green,ACC-00549,2026-06-11,1155.21
Green,ACC-00549,2026-06-18,943.66
Green,ACC-00549,2026-06-25,1182.56
Green,ACC-00549,2026-07-02,1154.9
Green,ACC-00549,2026-07-09,830.61
Green,ACC-00549,2026-07-16,947.82
Green,ACC-00549,2026-07-23,1076.0
Green,ACC-00549,2026-07-30,1152.27
Green,ACC-00549,2026-08-06,1265.98
Green,ACC-00549,2026-08-13,1259.48
Green,ACC-00549,2026-08-20,1151.43
Green,ACC-00549,2026-08-27,974.58
Green,ACC-00549,2026-09-03,1134.18
Green,ACC-00549,2026-09-10,973.51
Green,ACC-00549,2026-09-17,1046.44
Green,ACC-00549,2026-09-24,957.24
Green,ACC-00549,2026-10-01,1165.54
Green,ACC-00549,2026-10-08,1243.28
Green,ACC-00549,2026-10-15,914.38
Green,ACC-00549,2026-10-22,1216.36
Green,ACC-00549,2026-10-29,1026.33
Green,ACC-00549,2026-11-05,1272.85
Green,ACC-00549,2026-11-12,1051.83
Green,ACC-00549,2026-11-19,1263.71
Green,ACC-00549,2026-11-26,1175.1
Green,ACC-00549,2026-12-03,1124.01
Green,ACC-00549,2026-12-10,1144.4
Green,ACC-00549,2026-12-17,1172.02
Green,ACC-00549,2026-12-24,1238.24
Green,ACC-00549,2026-12-31,1260.01
Yellow,ACC-00550,2026-01-01,414.03
Green,ACC-00550,2026-01-08,442.6
Green,ACC-00550,2026-01-15,496.12
Green,ACC-00550,2026-01-22,406.57
Green,ACC-00550,2026-01-29,366.74
Green,ACC-00550,2026-02-05,423.66
Green,ACC-00550,2026-02-12,449.46
Green,ACC-00550,2026-02-19,363.35
Green,ACC-00550,2026-02-26,389.12
Green,ACC-00550,2026-03-05,436.91
Green,ACC-00550,2026-03-12,331.85
Yellow,ACC-00550,2026-03-19,389.57
Green,ACC-00550,2026-03-26,299.89
Green,ACC-00550,2026-04-02,463.84
Green,ACC-00550,2026-04-09,354.27
Green,ACC-00550,2026-04-16,434.95
Green,ACC-00550,2026-04-23,365.85
Green,ACC-00550,2026-04-30,414.42
Green,ACC-00550,2026-05-07,346.71
Green,ACC-00550,2026-05-14,421.21
Green,ACC-00550,2026-05-21,356.01
Green,ACC-00550,2026-05-28,301.3
Yellow,ACC-00550,2026-06-04,330.19
Yellow,ACC-00550,2026-06-11,395.36
Yellow,ACC-00550,2026-06-18,302.43
Yellow,ACC-00550,2026-06-25,400.92
Yellow,ACC-00550,2026-07-02,328.75
Yellow,ACC-00550,2026-07-09,345.24
Yellow,ACC-00550,2026-07-16,385.21
Yellow,ACC-00550,2026-07-23,311.77
Yellow,ACC-00550,2026-07-30,313.07
Green,ACC-00550,2026-08-06,437.41
Green,ACC-00550,2026-08-13,429.76
Green,ACC-00550,2026-08-20,323.32
Green,ACC-00550,2026-08-27,402.15
Yellow,ACC-00550,2026-09-03,378.71
Green,ACC-00550,2026-09-10,398.02
Green,ACC-00550,2026-09-17,355.74
Green,ACC-00550,2026-09-24,327.71
Yellow,ACC-00550,2026-10-01,306.67
Yellow,ACC-00550,2026-10-08,377.69
Yellow,ACC-00550,2026-10-15,382.3
Yellow,ACC-00550,2026-10-22,294.77
Yellow,ACC-00550,2026-10-29,380.9
Yellow,ACC-00550,2026-11-05,317.39
Yellow,ACC-00550,2026-11-12,313.03
Yellow,ACC-00550,2026-11-19,261.11
Red,ACC-00550,2026-11-26,244.69
Yellow,ACC-00550,2026-12-03,251.89
Yellow,ACC-00550,2026-12-10,276.13
Yellow,ACC-00550,2026-12-17,356.21
Yellow,ACC-00550,2026-12-24,292.83
Yellow,ACC-00550,2026-12-31,314.28
Yellow,ACC-00551,2026-01-01,749.3
Yellow,ACC-00551,2026-01-08,742.25
Yellow,ACC-00551,2026-01-15,726.66
Yellow,ACC-00551,2026-01-22,737.27
Yellow,ACC-00551,2026-01-29,1017.36
Yellow,ACC-00551,2026-02-05,739.61
Yellow,ACC-00551,2026-02-12,946.77
Yellow,ACC-00551,2026-02-19,734.66
Yellow,ACC-00551,2026-02-26,1052.5
Yellow,ACC-00551,2026-03-05,861.59
Yellow,ACC-00551,2026-03-12,950.54
Yellow,ACC-00551,2026-03-19,809.54
Yellow,ACC-00551,2026-03-26,737.64
Yellow,ACC-00551,2026-04-02,762.85
Yellow,ACC-00551,2026-04-09,831.14
Yellow,ACC-00551,2026-04-16,724.53
Yellow,ACC-00551,2026-04-23,752.86
Yellow,ACC-00551,2026-04-30,946.77
Yellow,ACC-00551,2026-05-07,987.74
Yellow,ACC-00551,2026-05-14,910.89
Yellow,ACC-00551,2026-05-21,949.31
Yellow,ACC-00551,2026-05-28,1019.03
Yellow,ACC-00551,2026-06-04,1044.95
Red,ACC-00551,2026-06-11,961.57
Yellow,ACC-00551,2026-06-18,890.41
Yellow,ACC-00551,2026-06-25,858.71
Yellow,ACC-00551,2026-07-02,918.25
Red,ACC-00551,2026-07-09,820.0
Yellow,ACC-00551,2026-07-16,838.57
Yellow,ACC-00551,2026-07-23,810.95
Yellow,ACC-00551,2026-07-30,784.52
Yellow,ACC-00551,2026-08-06,854.58
Yellow,ACC-00551,2026-08-13,785.28
Yellow,ACC-00551,2026-08-20,765.66
Yellow,ACC-00551,2026-08-27,927.21
Yellow,ACC-00551,2026-09-03,852.1
Yellow,ACC-00551,2026-09-10,796.2
Yellow,ACC-00551,2026-09-17,921.83
Yellow,ACC-00551,2026-09-24,789.21
Yellow,ACC-00551,2026-10-01,905.89
Yellow,ACC-00551,2026-10-08,612.71
Yellow,ACC-00551,2026-10-15,763.4
Green,ACC-00551,2026-10-22,835.99
Yellow,ACC-00551,2026-10-29,625.73
Yellow,ACC-00551,2026-11-05,865.17
Yellow,ACC-00551,2026-11-12,787.25
Yellow,ACC-00551,2026-11-19,825.36
Yellow,ACC-00551,2026-11-26,771.19
Yellow,ACC-00551,2026-12-03,964.3
Yellow,ACC-00551,2026-12-10,799.35
Yellow,ACC-00551,2026-12-17,727.28
Yellow,ACC-00551,2026-12-24,757.16
Yellow,ACC-00551,2026-12-31,745.09
Green,ACC-00552,2026-01-01,2104.11
Green,ACC-00552,2026-01-08,2011.07
Green,ACC-00552,2026-01-15,2100.35
Green,ACC-00552,2026-01-22,2446.25
Green,ACC-00552,2026-01-29,2265.5
Green,ACC-00552,2026-02-05,2122.69
Green,ACC-00552,2026-02-12,2721.93
Green,ACC-00552,2026-02-19,2767.93
Green,ACC-00552,2026-02-26,2646.72
Green,ACC-00552,2026-03-05,2110.33
Green,ACC-00552,2026-03-12,2193.55
Green,ACC-00552,2026-03-19,2220.22
Green,ACC-00552,2026-03-26,2653.1
Green,ACC-00552,2026-04-02,2723.9
Green,ACC-00552,2026-04-09,2792.98
Green,ACC-00552,2026-04-16,2517.32
Green,ACC-00552,2026-04-23,2432.21
Green,ACC-00552,2026-04-30,2645.07
Green,ACC-00552,2026-05-07,2365.1
Green,ACC-00552,2026-05-14,2023.34
Green,ACC-00552,2026-05-21,2849.68
Green,ACC-00552,2026-05-28,2001.28
Green,ACC-00552,2026-06-04,2604.15
Green,ACC-00552,2026-06-11,2594.53
Green,ACC-00552,2026-06-18,2330.46
Green,ACC-00552,2026-06-25,2504.55
Green,ACC-00552,2026-07-02,2359.81
Green,ACC-00552,2026-07-09,2124.6
Green,ACC-00552,2026-07-16,2140.7
Green,ACC-00552,2026-07-23,2419.33
Green,ACC-00552,2026-07-30,2381.72
Green,ACC-00552,2026-08-06,3064.61
Green,ACC-00552,2026-08-13,2191.1
Green,ACC-00552,2026-08-20,3001.51
Green,ACC-00552,2026-08-27,2915.07
Green,ACC-00552,2026-09-03,2647.16
Green,ACC-00552,2026-09-10,3239.25
Green,ACC-00552,2026-09-17,3098.33
Green,ACC-00552,2026-09-24,2706.95
Green,ACC-00552,2026-10-01,2655.69
Green,ACC-00552,2026-10-08,2402.47
Green,ACC-00552,2026-10-15,2833.19
Green,ACC-00552,2026-10-22,1996.3
Green,ACC-00552,2026-10-29,2710.36
Green,ACC-00552,2026-11-05,2628.02
Green,ACC-00552,2026-11-12,2583.67
Green,ACC-00552,2026-11-19,2658.43
Green,ACC-00552,2026-11-26,2577.89
Green,ACC-00552,2026-12-03,2067.72
Green,ACC-00552,2026-12-10,2550.04
Green,ACC-00552,2026-12-17,2004.91
Yellow,ACC-00552,2026-12-24,2634.81
Green,ACC-00552,2026-12-31,2567.24
Green,ACC-00553,2026-01-01,5612.4
Green,ACC-00553,2026-01-08,4112.5
Green,ACC-00553,2026-01-15,5973.97
Green,ACC-00553,2026-01-22,5303.16
Green,ACC-00553,2026-01-29,4697.33
Green,ACC-00553,2026-02-05,4931.87
Green,ACC-00553,2026-02-12,4902.07
Green,ACC-00553,2026-02-19,4958.47
Green,ACC-00553,2026-02-26,4644.08
Green,ACC-00553,2026-03-05,4804.29
Green,ACC-00553,2026-03-12,4449.33
Green,ACC-00553,2026-03-19,3764.64
Green,ACC-00553,2026-03-26,4795.88
Green,ACC-00553,2026-04-02,4891.85
Green,ACC-00553,2026-04-09,4579.16
Green,ACC-00553,2026-04-16,5267.1
Green,ACC-00553,2026-04-23,3686.52
Green,ACC-00553,2026-04-30,3723.67
Green,ACC-00553,2026-05-07,5840.49
Green,ACC-00553,2026-05-14,4220.47
Green,ACC-00553,2026-05-21,5115.26
Green,ACC-00553,2026-05-28,4635.29
Green,ACC-00553,2026-06-04,3955.15
Green,ACC-00553,2026-06-11,5594.28
Green,ACC-00553,2026-06-18,4603.84
Green,ACC-00553,2026-06-25,4967.81
Green,ACC-00553,2026-07-02,4065.85
Green,ACC-00553,2026-07-09,5101.39
Green,ACC-00553,2026-07-16,5324.63
Green,ACC-00553,2026-07-23,4043.2
Green,ACC-00553,2026-07-30,5098.12
Green,ACC-00553,2026-08-06,3767.26
Green,ACC-00553,2026-08-13,4168.41
Green,ACC-00553,2026-08-20,5199.13
Green,ACC-00553,2026-08-27,4633.77
Green,ACC-00553,2026-09-03,4803.87
Green,ACC-00553,2026-09-10,3869.01
Green,ACC-00553,2026-09-17,3628.59
Green,ACC-00553,2026-09-24,4629.59
Green,ACC-00553,2026-10-01,4750.02
Green,ACC-00553,2026-10-08,4976.29
Green,ACC-00553,2026-10-15,5673.35
Green,ACC-00553,2026-10-22,4696.19
Green,ACC-00553,2026-10-29,5256.92
Green,ACC-00553,2026-11-05,4217.51
Green,ACC-00553,2026-11-12,5284.96
Green,ACC-00553,2026-11-19,5436.87
Green,ACC-00553,2026-11-26,4973.47
Green,ACC-00553,2026-12-03,5344.07
Green,ACC-00553,2026-12-10,3799.61
Green,ACC-00553,2026-12-17,4597.07
Green,ACC-00553,2026-12-24,5321.8
Green,ACC-00553,2026-12-31,5221.5
Yellow,ACC-00554,2026-01-01,174.14
Yellow,ACC-00554,2026-01-08,249.82
Yellow,ACC-00554,2026-01-15,226.45
Yellow,ACC-00554,2026-01-22,198.16
Yellow,ACC-00554,2026-01-29,203.56
Yellow,ACC-00554,2026-02-05,233.07
Yellow,ACC-00554,2026-02-12,179.86
Yellow,ACC-00554,2026-02-19,236.04
Yellow,ACC-00554,2026-02-26,254.07
Yellow,ACC-00554,2026-03-05,227.85
Yellow,ACC-00554,2026-03-12,222.32
Yellow,ACC-00554,2026-03-19,192.51
Red,ACC-00554,2026-03-26,213.48
Yellow,ACC-00554,2026-04-02,174.94
Yellow,ACC-00554,2026-04-09,179.56
Yellow,ACC-00554,2026-04-16,235.86
Yellow,ACC-00554,2026-04-23,167.08
Yellow,ACC-00554,2026-04-30,231.71
Yellow,ACC-00554,2026-05-07,235.83
Yellow,ACC-00554,2026-05-14,175.52
Yellow,ACC-00554,2026-05-21,188.53
Yellow,ACC-00554,2026-05-28,227.51
Yellow,ACC-00554,2026-06-04,192.56
Yellow,ACC-00554,2026-06-11,190.25
Yellow,ACC-00554,2026-06-18,225.04
Yellow,ACC-00554,2026-06-25,261.02
Yellow,ACC-00554,2026-07-02,272.15
Yellow,ACC-00554,2026-07-09,237.98
Yellow,ACC-00554,2026-07-16,244.17
Yellow,ACC-00554,2026-07-23,218.08
Yellow,ACC-00554,2026-07-30,277.09
Yellow,ACC-00554,2026-08-06,288.24
Yellow,ACC-00554,2026-08-13,260.3
Yellow,ACC-00554,2026-08-20,211.75
Yellow,ACC-00554,2026-08-27,296.5
Yellow,ACC-00554,2026-09-03,267.68
Yellow,ACC-00554,2026-09-10,269.32
Yellow,ACC-00554,2026-09-17,278.09
Yellow,ACC-00554,2026-09-24,319.36
Red,ACC-00554,2026-10-01,256.02
Yellow,ACC-00554,2026-10-08,310.35
Yellow,ACC-00554,2026-10-15,233.82
Yellow,ACC-00554,2026-10-22,303.08
Yellow,ACC-00554,2026-10-29,249.64
Yellow,ACC-00554,2026-11-05,232.24
Yellow,ACC-00554,2026-11-12,245.6
Yellow,ACC-00554,2026-11-19,193.69
Yellow,ACC-00554,2026-11-26,193.2
Yellow,ACC-00554,2026-12-03,234.87
Yellow,ACC-00554,2026-12-10,249.97
Yellow,ACC-00554,2026-12-17,232.73
Yellow,ACC-00554,2026-12-24,265.41
Yellow,ACC-00554,2026-12-31,278.62
Yellow,ACC-00555,2026-01-01,764.99
Yellow,ACC-00555,2026-01-08,910.92
Yellow,ACC-00555,2026-01-15,929.34
Yellow,ACC-00555,2026-01-22,855.62
Yellow,ACC-00555,2026-01-29,928.84
Yellow,ACC-00555,2026-02-05,1008.76
Yellow,ACC-00555,2026-02-12,1053.75
Yellow,ACC-00555,2026-02-19,916.22
Yellow,ACC-00555,2026-02-26,1001.46
Yellow,ACC-00555,2026-03-05,1077.44
Yellow,ACC-00555,2026-03-12,1020.66
Yellow,ACC-00555,2026-03-19,967.45
Yellow,ACC-00555,2026-03-26,758.09
Green,ACC-00555,2026-04-02,908.85
Green,ACC-00555,2026-04-09,1290.39
Green,ACC-00555,2026-04-16,1112.8
Green,ACC-00555,2026-04-23,1322.04
Green,ACC-00555,2026-04-30,1047.08
Green,ACC-00555,2026-05-07,1393.76
Green,ACC-00555,2026-05-14,1036.51
Green,ACC-00555,2026-05-21,1396.97
Green,ACC-00555,2026-05-28,1230.83
Yellow,ACC-00555,2026-06-04,1528.84
Green,ACC-00555,2026-06-11,1309.55
Green,ACC-00555,2026-06-18,1163.72
Green,ACC-00555,2026-06-25,1283.21
Green,ACC-00555,2026-07-02,1549.0
Green,ACC-00555,2026-07-09,1461.91
Green,ACC-00555,2026-07-16,1261.01
Green,ACC-00555,2026-07-23,1632.46
Green,ACC-00555,2026-07-30,1705.46
Green,ACC-00555,2026-08-06,1261.76
Green,ACC-00555,2026-08-13,1312.81
Green,ACC-00555,2026-08-20,1282.37
Green,ACC-00555,2026-08-27,1342.89
Green,ACC-00555,2026-09-03,1657.33
Green,ACC-00555,2026-09-10,1569.98
Green,ACC-00555,2026-09-17,1742.43
Green,ACC-00555,2026-09-24,1407.51
Green,ACC-00555,2026-10-01,1492.3
Green,ACC-00555,2026-10-08,1425.77
Green,ACC-00555,2026-10-15,1331.29
Green,ACC-00555,2026-10-22,1507.81
Green,ACC-00555,2026-10-29,1444.97
Green,ACC-00555,2026-11-05,1380.91
Green,ACC-00555,2026-11-12,1327.31
Green,ACC-00555,2026-11-19,1520.1
Green,ACC-00555,2026-11-26,1380.84
Green,ACC-00555,2026-12-03,1304.69
Green,ACC-00555,2026-12-10,1341.5
Green,ACC-00555,2026-12-17,1710.93
Green,ACC-00555,2026-12-24,1388.31
Green,ACC-00555,2026-12-31,1337.02
Green,ACC-00556,2026-01-01,563.82
Green,ACC-00556,2026-01-08,619.55
Green,ACC-00556,2026-01-15,523.9
Green,ACC-00556,2026-01-22,567.76
Green,ACC-00556,2026-01-29,645.31
Green,ACC-00556,2026-02-05,458.89
Green,ACC-00556,2026-02-12,561.94
Green,ACC-00556,2026-02-19,476.56
Green,ACC-00556,2026-02-26,490.78
Yellow,ACC-00556,2026-03-05,528.55
Green,ACC-00556,2026-03-12,537.77
Green,ACC-00556,2026-03-19,518.4
Green,ACC-00556,2026-03-26,564.85
Green,ACC-00556,2026-04-02,606.67
Green,ACC-00556,2026-04-09,585.56
Green,ACC-00556,2026-04-16,596.85
Green,ACC-00556,2026-04-23,555.92
Green,ACC-00556,2026-04-30,578.73
Green,ACC-00556,2026-05-07,468.89
Green,ACC-00556,2026-05-14,530.31
Green,ACC-00556,2026-05-21,680.6
Green,ACC-00556,2026-05-28,460.09
Green,ACC-00556,2026-06-04,699.6
Green,ACC-00556,2026-06-11,634.02
Green,ACC-00556,2026-06-18,490.54
Green,ACC-00556,2026-06-25,578.63
Green,ACC-00556,2026-07-02,496.37
Red,ACC-00556,2026-07-09,603.64
Green,ACC-00556,2026-07-16,507.6
Green,ACC-00556,2026-07-23,563.31
Green,ACC-00556,2026-07-30,546.34
Yellow,ACC-00556,2026-08-06,505.7
Yellow,ACC-00556,2026-08-13,471.5
Yellow,ACC-00556,2026-08-20,582.82
Yellow,ACC-00556,2026-08-27,506.85
Green,ACC-00556,2026-09-03,485.47
Green,ACC-00556,2026-09-10,621.45
Red,ACC-00556,2026-09-17,462.75
Green,ACC-00556,2026-09-24,605.08
Green,ACC-00556,2026-10-01,428.82
Green,ACC-00556,2026-10-08,548.0
Green,ACC-00556,2026-10-15,584.04
Red,ACC-00556,2026-10-22,442.26
Green,ACC-00556,2026-10-29,471.62
Green,ACC-00556,2026-11-05,464.88
Green,ACC-00556,2026-11-12,591.22
Green,ACC-00556,2026-11-19,625.45
Green,ACC-00556,2026-11-26,471.52
Green,ACC-00556,2026-12-03,443.52
Green,ACC-00556,2026-12-10,527.29
Green,ACC-00556,2026-12-17,515.72
Green,ACC-00556,2026-12-24,577.32
Green,ACC-00556,2026-12-31,603.84
Green,ACC-00557,2026-01-01,646.66
Green,ACC-00557,2026-01-08,749.13
Green,ACC-00557,2026-01-15,672.08
Green,ACC-00557,2026-01-22,798.55
Yellow,ACC-00557,2026-01-29,756.81
Green,ACC-00557,2026-02-05,536.21
Green,ACC-00557,2026-02-12,796.2
Green,ACC-00557,2026-02-19,735.37
Green,ACC-00557,2026-02-26,762.71
Green,ACC-00557,2026-03-05,717.12
Green,ACC-00557,2026-03-12,696.75
Green,ACC-00557,2026-03-19,638.97
Green,ACC-00557,2026-03-26,609.83
Green,ACC-00557,2026-04-02,726.95
Green,ACC-00557,2026-04-09,520.82
Green,ACC-00557,2026-04-16,653.76
Yellow,ACC-00557,2026-04-23,632.08
Green,ACC-00557,2026-04-30,640.29
Green,ACC-00557,2026-05-07,594.11
Green,ACC-00557,2026-05-14,791.96
Green,ACC-00557,2026-05-21,794.41
Green,ACC-00557,2026-05-28,560.3
Green,ACC-00557,2026-06-04,670.09
Green,ACC-00557,2026-06-11,748.91
Green,ACC-00557,2026-06-18,637.26
Green,ACC-00557,2026-06-25,770.23
Green,ACC-00557,2026-07-02,693.88
Green,ACC-00557,2026-07-09,864.48
Green,ACC-00557,2026-07-16,675.27
Green,ACC-00557,2026-07-23,853.0
Green,ACC-00557,2026-07-30,715.68
Green,ACC-00557,2026-08-06,720.33
Green,ACC-00557,2026-08-13,755.35
Green,ACC-00557,2026-08-20,665.95
Green,ACC-00557,2026-08-27,599.59
Green,ACC-00557,2026-09-03,566.14
Green,ACC-00557,2026-09-10,607.22
Green,ACC-00557,2026-09-17,839.77
Green,ACC-00557,2026-09-24,613.14
Green,ACC-00557,2026-10-01,744.77
Green,ACC-00557,2026-10-08,711.46
Green,ACC-00557,2026-10-15,602.0
Green,ACC-00557,2026-10-22,618.7
Green,ACC-00557,2026-10-29,867.43
Green,ACC-00557,2026-11-05,716.66
Green,ACC-00557,2026-11-12,801.27
Green,ACC-00557,2026-11-19,789.69
Yellow,ACC-00557,2026-11-26,768.56
Green,ACC-00557,2026-12-03,850.28
Green,ACC-00557,2026-12-10,650.2
Green,ACC-00557,2026-12-17,697.57
Yellow,ACC-00557,2026-12-24,701.16
Green,ACC-00557,2026-12-31,711.25
Red,ACC-00558,2026-01-01,1102.7
Green,ACC-00558,2026-01-08,875.79
Green,ACC-00558,2026-01-15,1114.97
Green,ACC-00558,2026-01-22,824.3
Green,ACC-00558,2026-01-29,1111.7
Green,ACC-00558,2026-02-05,870.41
Green,ACC-00558,2026-02-12,932.66
Green,ACC-00558,2026-02-19,781.78
Green,ACC-00558,2026-02-26,1050.82
Red,ACC-00558,2026-03-05,1012.13
Red,ACC-00558,2026-03-12,882.68
Green,ACC-00558,2026-03-19,973.4
Green,ACC-00558,2026-03-26,902.33
Green,ACC-00558,2026-04-02,1259.3
Green,ACC-00558,2026-04-09,1009.98
Green,ACC-00558,2026-04-16,1115.95
Green,ACC-00558,2026-04-23,1179.42
Green,ACC-00558,2026-04-30,1118.96
Yellow,ACC-00558,2026-05-07,1377.64
Yellow,ACC-00558,2026-05-14,1064.55
Yellow,ACC-00558,2026-05-21,1159.12
Yellow,ACC-00558,2026-05-28,1035.05
Yellow,ACC-00558,2026-06-04,976.31
Yellow,ACC-00558,2026-06-11,1350.34
Yellow,ACC-00558,2026-06-18,1107.28
Yellow,ACC-00558,2026-06-25,1096.88
Green,ACC-00558,2026-07-02,1021.18
Yellow,ACC-00558,2026-07-09,1181.58
Green,ACC-00558,2026-07-16,1191.37
Green,ACC-00558,2026-07-23,976.97
Green,ACC-00558,2026-07-30,1318.15
Green,ACC-00558,2026-08-06,990.49
Green,ACC-00558,2026-08-13,1131.33
Green,ACC-00558,2026-08-20,972.32
Green,ACC-00558,2026-08-27,992.96
Yellow,ACC-00558,2026-09-03,1345.82
Yellow,ACC-00558,2026-09-10,1285.27
Yellow,ACC-00558,2026-09-17,1270.85
Green,ACC-00558,2026-09-24,1079.65
Yellow,ACC-00558,2026-10-01,1491.17
Yellow,ACC-00558,2026-10-08,1129.91
Yellow,ACC-00558,2026-10-15,1464.96
Yellow,ACC-00558,2026-10-22,1419.08
Yellow,ACC-00558,2026-10-29,1514.88
Yellow,ACC-00558,2026-11-05,1406.87
Yellow,ACC-00558,2026-11-12,1385.1
Yellow,ACC-00558,2026-11-19,1517.07
Yellow,ACC-00558,2026-11-26,1375.25
Yellow,ACC-00558,2026-12-03,1221.95
Yellow,ACC-00558,2026-12-10,1457.62
Yellow,ACC-00558,2026-12-17,1143.7
Yellow,ACC-00558,2026-12-24,1111.67
Yellow,ACC-00558,2026-12-31,1081.81
Green,ACC-00559,2026-01-01,6374.41
Green,ACC-00559,2026-01-08,9025.25
Green,ACC-00559,2026-01-15,8999.76
Green,ACC-00559,2026-01-22,6508.01
Green,ACC-00559,2026-01-29,7565.27
Red,ACC-00559,2026-02-05,3.5
Red,ACC-00559,2026-02-12,4.25
Red,ACC-00559,2026-02-19,3.22
Red,ACC-00559,2026-02-26,4.15
Red,ACC-00559,2026-03-05,4.39
Red,ACC-00559,2026-03-12,3.07
Red,ACC-00559,2026-03-19,3.86
Red,ACC-00559,2026-03-26,3.14
Red,ACC-00559,2026-04-02,3.62
Yellow,ACC-00559,2026-04-09,4.4
Red,ACC-00559,2026-04-16,4.17
Red,ACC-00559,2026-04-23,4.44
Red,ACC-00559,2026-04-30,4.27
Red,ACC-00559,2026-05-07,3.58
Red,ACC-00559,2026-05-14,4.08
Red,ACC-00559,2026-05-21,3.16
Red,ACC-00559,2026-05-28,4.42
Red,ACC-00559,2026-06-04,3.24
Yellow,ACC-00559,2026-06-11,3.97
Red,ACC-00559,2026-06-18,4.28
Red,ACC-00559,2026-06-25,4.05
Red,ACC-00559,2026-07-02,4.38
Red,ACC-00559,2026-07-09,3.78
Red,ACC-00559,2026-07-16,3.16
Red,ACC-00559,2026-07-23,4.2
Red,ACC-00559,2026-07-30,4.39
Red,ACC-00559,2026-08-06,3.96
Red,ACC-00559,2026-08-13,4.18
Red,ACC-00559,2026-08-20,3.33
Red,ACC-00559,2026-08-27,3.66
Red,ACC-00559,2026-09-03,4.43
Red,ACC-00559,2026-09-10,3.63
Red,ACC-00559,2026-09-17,3.71
Red,ACC-00559,2026-09-24,3.41
Red,ACC-00559,2026-10-01,3.12
Red,ACC-00559,2026-10-08,4.55
Red,ACC-00559,2026-10-15,3.26
Red,ACC-00559,2026-10-22,4.02
Red,ACC-00559,2026-10-29,4.21
Red,ACC-00559,2026-11-05,3.74
Red,ACC-00559,2026-11-12,3.21
Red,ACC-00559,2026-11-19,3.24
Green,ACC-00559,2026-11-26,4.44
Red,ACC-00559,2026-12-03,3.45
