contract_id,account_id,start_date,end_date,annual_commit_dollars,included_monthly_compute_credits
CON-03DC49,ACC-0795,2025-12-01,2027-12-01,120000,1000
CON-65D2E9,ACC-0796,2025-05-15,2027-05-15,500000,4166
CON-5652B9,ACC-0797,2025-07-05,2027-07-05,120000,1000
CON-941CA2,ACC-0798,2025-11-14,2027-11-14,50000,416
CON-FA0B55,ACC-0799,2025-02-02,2027-02-02,500000,4166
CON-E6E703,ACC-0800,2025-03-24,2027-03-24,300000,2500
CON-E29E0B,ACC-0801,2025-01-02,2027-01-02,120000,1000
CON-D1B1E1,ACC-0802,2025-12-23,2027-12-23,240000,2000
CON-4D10D7,ACC-0803,2025-05-17,2027-05-17,50000,416
CON-71372F,ACC-0804,2025-08-25,2027-08-25,300000,2500
CON-981363,ACC-0805,2025-11-07,2027-11-07,120000,1000
CON-418443,ACC-0806,2025-03-23,2027-03-23,300000,2500
CON-36B1B9,ACC-0807,2025-07-31,2027-07-31,300000,2500
CON-988000,ACC-0808,2025-09-11,2027-09-11,50000,416
CON-5DE1D7,ACC-0809,2025-12-20,2027-12-20,120000,1000
CON-3BFDBD,ACC-0810,2025-03-28,2027-03-28,500000,4166
CON-52ECC3,ACC-0811,2025-07-02,2027-07-02,120000,1000
CON-79705C,ACC-0812,2025-04-01,2027-04-01,240000,2000
CON-E5F072,ACC-0813,2025-05-01,2027-05-01,120000,1000
CON-A26AEF,ACC-0814,2025-03-03,2027-03-03,300000,2500
CON-82AD97,ACC-0815,2025-02-27,2027-02-27,500000,4166
CON-55FF89,ACC-0816,2025-03-01,2027-03-01,500000,4166
CON-63BBD6,ACC-0817,2025-05-22,2027-05-22,240000,2000
CON-6944AA,ACC-0818,2025-07-25,2027-07-25,50000,416
CON-65CA76,ACC-0819,2025-05-10,2027-05-10,500000,4166
CON-DBB062,ACC-0820,2025-09-09,2027-09-09,240000,2000
CON-366E35,ACC-0821,2025-01-16,2027-01-16,300000,2500
CON-0403DE,ACC-0822,2025-06-03,2027-06-03,240000,2000
CON-5D5429,ACC-0823,2025-10-07,2027-10-07,120000,1000
CON-576627,ACC-0824,2025-12-01,2027-12-01,50000,416
CON-1D6BE6,ACC-0825,2025-09-17,2027-09-17,500000,4166
CON-AD53B0,ACC-0826,2025-11-18,2027-11-18,500000,4166
CON-5BAB6A,ACC-0827,2025-03-16,2027-03-16,300000,2500
CON-D422D2,ACC-0828,2025-01-06,2027-01-06,300000,2500
CON-D3D77C,ACC-0829,2025-06-27,2027-06-27,50000,416
CON-A9BEAC,ACC-0830,2025-12-19,2027-12-19,240000,2000
CON-E6AC73,ACC-0831,2025-06-11,2027-06-11,120000,1000
CON-BBF59E,ACC-0832,2025-04-07,2027-04-07,240000,2000
CON-1C8389,ACC-0833,2025-10-06,2027-10-06,500000,4166
CON-DF719E,ACC-0834,2025-10-15,2027-10-15,120000,1000
CON-288CC2,ACC-0835,2025-02-25,2027-02-25,50000,416
CON-3A78BA,ACC-0836,2025-11-11,2027-11-11,500000,4166
CON-A39631,ACC-0837,2025-08-03,2027-08-03,240000,2000
CON-CBF480,ACC-0838,2025-10-05,2027-10-05,500000,4166
CON-F10F61,ACC-0839,2025-12-12,2027-12-12,120000,1000
CON-C078AF,ACC-0840,2025-10-09,2027-10-09,300000,2500
CON-010228,ACC-0841,2025-04-19,2027-04-19,500000,4166
CON-7CC0E4,ACC-0842,2025-09-02,2027-09-02,300000,2500
CON-8354C0,ACC-0843,2025-05-12,2027-05-12,300000,2500
CON-CD7798,ACC-0844,2025-08-01,2027-08-01,300000,2500
CON-8BFB6F,ACC-0845,2025-10-09,2027-10-09,120000,1000
CON-57B4F5,ACC-0846,2025-03-13,2027-03-13,50000,416
CON-BC83F3,ACC-0847,2025-11-07,2027-11-07,50000,416
CON-5BB8AC,ACC-0848,2025-03-27,2027-03-27,500000,4166
CON-C78F2C,ACC-0849,2025-12-11,2027-12-11,500000,4166
CON-1F2E63,ACC-0850,2025-10-29,2027-10-29,300000,2500
CON-1368C1,ACC-0851,2025-10-25,2027-10-25,120000,1000
CON-06BE80,ACC-0852,2025-01-14,2027-01-14,50000,416
CON-54FDA1,ACC-0853,2025-06-11,2027-06-11,120000,1000
CON-9FCC43,ACC-0854,2025-09-14,2027-09-14,50000,416
CON-DB857E,ACC-0855,2025-09-08,2027-09-08,120000,1000
CON-609E81,ACC-0856,2025-07-26,2027-07-26,500000,4166
CON-B46A10,ACC-0857,2025-11-25,2027-11-25,500000,4166
CON-EC369B,ACC-0858,2025-09-14,2027-09-14,50000,416
CON-213EF0,ACC-0859,2025-09-28,2027-09-28,120000,1000
CON-DB8DCD,ACC-0860,2025-10-17,2027-10-17,50000,416
CON-F90182,ACC-0861,2025-02-26,2027-02-26,240000,2000
CON-61CD71,ACC-0862,2025-12-29,2027-12-29,300000,2500
CON-5FB632,ACC-0863,2025-06-13,2027-06-13,50000,416
CON-ED144E,ACC-0864,2025-01-09,2027-01-09,120000,1000
CON-2873B7,ACC-0865,2025-06-26,2027-06-26,300000,2500
CON-2F4EF9,ACC-0866,2025-11-11,2027-11-11,120000,1000
CON-23F557,ACC-0867,2025-09-26,2027-09-26,300000,2500
CON-FA9EA6,ACC-0868,2025-12-05,2027-12-05,120000,1000
CON-468ECE,ACC-0869,2025-06-12,2027-06-12,120000,1000
CON-676B08,ACC-0870,2025-02-24,2027-02-24,120000,1000
CON-E8F892,ACC-0871,2025-08-23,2027-08-23,240000,2000
CON-C8507A,ACC-0872,2025-01-28,2027-01-28,50000,416
CON-FA7CB1,ACC-0873,2025-09-02,2027-09-02,50000,416
CON-904ABD,ACC-0874,2025-09-03,2027-09-03,50000,416
CON-FE2D7C,ACC-0875,2025-09-18,2027-09-18,50000,416
CON-6EC8EF,ACC-0876,2025-07-24,2027-07-24,300000,2500
CON-F422C2,ACC-0877,2025-09-07,2027-09-07,120000,1000
CON-EE9225,ACC-0878,2025-11-15,2027-11-15,120000,1000
CON-10AE5D,ACC-0879,2025-06-08,2027-06-08,500000,4166
CON-0C963E,ACC-0880,2025-08-04,2027-08-04,240000,2000
CON-B691D6,ACC-0881,2025-11-09,2027-11-09,50000,416
CON-E4FBD0,ACC-0882,2025-10-06,2027-10-06,240000,2000
CON-DD812A,ACC-0883,2025-12-30,2027-12-30,500000,4166
CON-16652C,ACC-0884,2025-09-29,2027-09-29,50000,416
CON-9B0A4C,ACC-0885,2025-10-29,2027-10-29,300000,2500
CON-6208CF,ACC-0886,2025-09-11,2027-09-11,120000,1000
CON-CFC37C,ACC-0887,2025-06-05,2027-06-05,120000,1000
CON-1E7F2E,ACC-0888,2025-12-28,2027-12-28,50000,416
CON-67D127,ACC-0889,2025-12-01,2027-12-01,500000,4166
CON-6DA8B9,ACC-0890,2025-05-08,2027-05-08,500000,4166
CON-F5F751,ACC-0891,2025-03-08,2027-03-08,500000,4166
CON-F9E6A5,ACC-0892,2025-01-15,2027-01-15,50000,416
CON-AB4425,ACC-0893,2025-08-28,2027-08-28,300000,2500
CON-FB765D,ACC-0894,2025-03-07,2027-03-07,120000,1000
CON-21AFED,ACC-0895,2025-03-30,2027-03-30,50000,416
CON-8D8EB8,ACC-0896,2025-02-17,2027-02-17,500000,4166
CON-A10940,ACC-0897,2025-04-30,2027-04-30,240000,2000
CON-D419D9,ACC-0898,2025-05-06,2027-05-06,120000,1000
CON-9DA07E,ACC-0899,2025-04-26,2027-04-26,120000,1000
CON-BF2065,ACC-0900,2025-06-06,2027-06-06,240000,2000
CON-57E3B5,ACC-0901,2025-07-17,2027-07-17,50000,416
CON-F7AAF3,ACC-0902,2025-04-05,2027-04-05,50000,416
CON-B163ED,ACC-0903,2025-04-19,2027-04-19,240000,2000
CON-7705C2,ACC-0904,2025-02-14,2027-02-14,50000,416
CON-A4627E,ACC-0905,2025-07-05,2027-07-05,500000,4166
CON-F111FB,ACC-0906,2025-03-25,2027-03-25,50000,416
CON-3F8AC3,ACC-0907,2025-01-11,2027-01-11,120000,1000
CON-870475,ACC-0908,2025-10-27,2027-10-27,120000,1000
CON-34EC99,ACC-0909,2025-07-18,2027-07-18,50000,416
CON-F99B1B,ACC-0910,2025-05-27,2027-05-27,300000,2500
CON-09644C,ACC-0911,2025-01-04,2027-01-04,120000,1000
CON-171D10,ACC-0912,2025-02-04,2027-02-04,50000,416
CON-DC5672,ACC-0913,2025-02-14,2027-02-14,50000,416
CON-7344FB,ACC-0914,2025-02-21,2027-02-21,240000,2000
CON-BF30E4,ACC-0915,2025-10-31,2027-10-31,300000,2500
CON-50D694,ACC-0916,2025-09-10,2027-09-10,300000,2500
CON-B79038,ACC-0917,2025-01-09,2027-01-09,50000,416
CON-F81EA8,ACC-0918,2025-11-16,2027-11-16,500000,4166
CON-CD72C5,ACC-0919,2025-07-18,2027-07-18,300000,2500
CON-662855,ACC-0920,2025-01-17,2027-01-17,50000,416
CON-D3B3C5,ACC-0921,2025-06-04,2027-06-04,50000,416
CON-4150D2,ACC-0922,2025-03-26,2027-03-26,120000,1000
CON-0A4507,ACC-0923,2025-05-06,2027-05-06,50000,416
CON-B5AF7C,ACC-0924,2025-01-17,2027-01-17,50000,416
CON-85F31B,ACC-0925,2025-09-15,2027-09-15,500000,4166
CON-3EDD65,ACC-0926,2025-05-19,2027-05-19,500000,4166
CON-E4DFBC,ACC-0927,2025-09-30,2027-09-30,120000,1000
CON-FF8E13,ACC-0928,2025-03-14,2027-03-14,240000,2000
CON-341EFD,ACC-0929,2025-10-09,2027-10-09,300000,2500
CON-B9A178,ACC-0930,2025-11-09,2027-11-09,120000,1000
CON-15F751,ACC-0931,2025-02-28,2027-02-28,500000,4166
CON-41C742,ACC-0932,2025-08-04,2027-08-04,240000,2000
CON-57F185,ACC-0933,2025-11-23,2027-11-23,120000,1000
CON-2BBEF5,ACC-0934,2025-05-24,2027-05-24,240000,2000
CON-B3F4E7,ACC-0935,2025-07-14,2027-07-14,500000,4166
CON-C8372B,ACC-0936,2025-09-09,2027-09-09,240000,2000
CON-48B39C,ACC-0937,2025-04-20,2027-04-20,300000,2500
CON-5A6BE5,ACC-0938,2025-06-20,2027-06-20,120000,1000
CON-7D1478,ACC-0939,2025-03-07,2027-03-07,50000,416
CON-B03625,ACC-0940,2025-01-18,2027-01-18,120000,1000
CON-41E96C,ACC-0941,2025-09-17,2027-09-17,120000,1000
CON-9ED1D2,ACC-0942,2025-03-10,2027-03-10,300000,2500
CON-362825,ACC-0943,2025-11-20,2027-11-20,500000,4166
CON-9F9ECB,ACC-0944,2025-03-26,2027-03-26,120000,1000
CON-24B544,ACC-0945,2025-12-12,2027-12-12,500000,4166
CON-74541B,ACC-0946,2025-10-04,2027-10-04,120000,1000
CON-EA8D12,ACC-0947,2025-07-08,2027-07-08,300000,2500
CON-FDA650,ACC-0948,2025-10-03,2027-10-03,240000,2000
CON-48B038,ACC-0949,2025-10-21,2027-10-21,500000,4166
CON-2E8C2E,ACC-0950,2025-10-17,2027-10-17,120000,1000
CON-36E308,ACC-0951,2025-12-22,2027-12-22,120000,1000
CON-5EEBD2,ACC-0952,2025-01-29,2027-01-29,50000,416
CON-454470,ACC-0953,2025-11-26,2027-11-26,120000,1000
CON-333800,ACC-0954,2025-08-04,2027-08-04,500000,4166
CON-40CA06,ACC-0955,2025-01-12,2027-01-12,50000,416
CON-E8158B,ACC-0956,2025-06-01,2027-06-01,50000,416
CON-ED007D,ACC-0957,2025-09-21,2027-09-21,50000,416
CON-24B00F,ACC-0958,2025-08-22,2027-08-22,240000,2000
CON-1380EC,ACC-0959,2025-04-29,2027-04-29,500000,4166
CON-683C25,ACC-0960,2025-02-20,2027-02-20,300000,2500
CON-8FEEA6,ACC-0961,2025-06-13,2027-06-13,120000,1000
CON-1C40EC,ACC-0962,2025-03-23,2027-03-23,120000,1000
CON-E30FD2,ACC-0963,2025-04-19,2027-04-19,240000,2000
CON-C7DB2B,ACC-0964,2025-08-16,2027-08-16,300000,2500
CON-ED70C5,ACC-0965,2025-03-21,2027-03-21,50000,416
CON-FD32D4,ACC-0966,2025-06-09,2027-06-09,500000,4166
CON-87ADF2,ACC-0967,2025-04-19,2027-04-19,240000,2000
CON-5380F4,ACC-0968,2025-05-06,2027-05-06,120000,1000
CON-FF55B7,ACC-0969,2025-07-03,2027-07-03,240000,2000
CON-228800,ACC-0970,2025-09-12,2027-09-12,300000,2500
CON-C03BB2,ACC-0971,2025-12-20,2027-12-20,50000,416
CON-C4722B,ACC-0972,2025-10-14,2027-10-14,500000,4166
CON-25D44D,ACC-0973,2025-07-24,2027-07-24,500000,4166
CON-86479C,ACC-0974,2025-12-08,2027-12-08,500000,4166
CON-0BFA46,ACC-0975,2025-04-03,2027-04-03,120000,1000
CON-F31D17,ACC-0976,2025-01-01,2027-01-01,300000,2500
CON-58E2CC,ACC-0977,2025-02-28,2027-02-28,120000,1000
CON-827A77,ACC-0978,2025-08-08,2027-08-08,300000,2500
CON-43A48D,ACC-0979,2025-06-01,2027-06-01,240000,2000
CON-923B39,ACC-0980,2025-10-21,2027-10-21,50000,416
CON-897DCC,ACC-0981,2025-02-12,2027-02-12,50000,416
CON-99E1D3,ACC-0982,2025-03-31,2027-03-31,50000,416
CON-FE4603,ACC-0983,2025-01-07,2027-01-07,240000,2000
CON-B013F3,ACC-0984,2025-07-19,2027-07-19,500000,4166
CON-897276,ACC-0985,2025-11-01,2027-11-01,240000,2000
CON-FECD22,ACC-0986,2025-07-16,2027-07-16,300000,2500
CON-94C62C,ACC-0987,2025-04-18,2027-04-18,300000,2500
CON-209873,ACC-0988,2025-02-19,2027-02-19,240000,2000
CON-4E23DE,ACC-0989,2025-07-10,2027-07-10,50000,416
CON-F89669,ACC-0990,2025-11-26,2027-11-26,50000,416
CON-02D8FC,ACC-0991,2025-08-19,2027-08-19,50000,416
CON-320FDD,ACC-0992,2025-01-06,2027-01-06,500000,4166
CON-A19AFB,ACC-0993,2025-02-10,2027-02-10,240000,2000
CON-671213,ACC-0994,2025-08-12,2027-08-12,50000,416
CON-8E85A7,ACC-0995,2025-05-06,2027-05-06,300000,2500
CON-EXP-85A08D,ACC-0712,2025-08-14,2027-08-14,600000,5000
CON-EXP-0C264E,ACC-0792,2025-10-26,2027-10-26,600000,5000
CON-EXP-69CE36,ACC-0425,2025-07-20,2027-07-20,600000,5000
CON-EXP-3D3375,ACC-0459,2025-09-17,2027-09-17,600000,5000
CON-EXP-AEB237,ACC-0887,2025-08-08,2027-08-08,600000,5000
CON-EXP-B87630,ACC-0225,2025-10-16,2027-10-16,600000,5000
CON-EXP-BEBDBB,ACC-0344,2025-08-01,2027-08-01,600000,5000
CON-EXP-F6D04A,ACC-0652,2025-10-20,2027-10-20,600000,5000
CON-EXP-B7411C,ACC-0502,2025-07-10,2027-07-10,600000,5000
CON-EXP-02C1FE,ACC-0048,2025-10-14,2027-10-14,600000,5000
CON-EXP-1B5CD0,ACC-0664,2025-09-23,2027-09-23,600000,5000
CON-EXP-8F3EA0,ACC-0569,2025-08-30,2027-08-30,600000,5000
CON-EXP-795EE9,ACC-0285,2025-10-27,2027-10-27,600000,5000
CON-EXP-CF81BD,ACC-0096,2025-10-05,2027-10-05,600000,5000
CON-EXP-267433,ACC-0924,2025-07-03,2027-07-03,600000,5000
CON-EXP-17A805,ACC-0477,2025-07-12,2027-07-12,600000,5000
CON-EXP-306074,ACC-0024,2025-10-10,2027-10-10,600000,5000
CON-EXP-0F3A0B,ACC-0908,2025-07-17,2027-07-17,600000,5000
CON-EXP-B70284,ACC-0708,2025-10-22,2027-10-22,600000,5000
CON-EXP-FD4D22,ACC-0010,2025-08-04,2027-08-04,600000,5000
CON-EXP-E83BAD,ACC-0010,2025-10-13,2027-10-13,600000,5000
CON-EXP-D892E4,ACC-0268,2025-07-29,2027-07-29,600000,5000
CON-EXP-672BD5,ACC-0115,2025-10-08,2027-10-08,600000,5000
CON-EXP-49078F,ACC-0414,2025-10-25,2027-10-25,600000,5000
CON-EXP-8B1D32,ACC-0064,2025-09-10,2027-09-10,600000,5000
CON-EXP-A90012,ACC-0141,2025-08-15,2027-08-15,600000,5000
CON-EXP-2C8C9B,ACC-0985,2025-08-06,2027-08-06,600000,5000
CON-EXP-275E44,ACC-0547,2025-09-20,2027-09-20,600000,5000
CON-EXP-FB467C,ACC-0941,2025-08-03,2027-08-03,600000,5000
CON-EXP-616296,ACC-0769,2025-09-19,2027-09-19,600000,5000
CON-EXP-EA6925,ACC-0801,2025-08-23,2027-08-23,600000,5000
CON-EXP-21282D,ACC-0248,2025-10-07,2027-10-07,600000,5000
CON-EXP-3EE19C,ACC-0970,2025-09-05,2027-09-05,600000,5000
CON-EXP-74D15F,ACC-0665,2025-08-06,2027-08-06,600000,5000
CON-EXP-72A806,ACC-0715,2025-09-01,2027-09-01,600000,5000
CON-EXP-2B1563,ACC-0827,2025-07-10,2027-07-10,600000,5000
CON-EXP-8E10DF,ACC-0714,2025-08-29,2027-08-29,600000,5000
CON-EXP-D081FF,ACC-0887,2025-10-10,2027-10-10,600000,5000
CON-EXP-00BAF6,ACC-0063,2025-09-27,2027-09-27,600000,5000
CON-EXP-028756,ACC-0018,2025-09-27,2027-09-27,600000,5000
CON-EXP-DD40ED,ACC-0726,2025-10-16,2027-10-16,600000,5000
CON-EXP-70E367,ACC-0640,2025-10-19,2027-10-19,600000,5000
CON-EXP-043339,ACC-0915,2025-09-13,2027-09-13,600000,5000
CON-EXP-13580C,ACC-0902,2025-08-26,2027-08-26,600000,5000
CON-EXP-7815B5,ACC-0324,2025-08-02,2027-08-02,600000,5000
CON-EXP-5088F8,ACC-0958,2025-10-11,2027-10-11,600000,5000
CON-EXP-D655CB,ACC-0587,2025-10-01,2027-10-01,600000,5000
CON-EXP-01EDE2,ACC-0308,2025-09-18,2027-09-18,600000,5000
CON-EXP-EC14BB,ACC-0914,2025-07-21,2027-07-21,600000,5000
CON-EXP-E7A0B9,ACC-0082,2025-08-07,2027-08-07,600000,5000
CON-EXP-B7101B,ACC-0633,2025-09-15,2027-09-15,600000,5000
CON-EXP-771A39,ACC-0892,2025-08-01,2027-08-01,600000,5000
CON-EXP-76C1C5,ACC-0690,2025-08-15,2027-08-15,600000,5000
CON-EXP-48FCEF,ACC-0150,2025-10-28,2027-10-28,600000,5000
CON-EXP-FC823D,ACC-0550,2025-10-13,2027-10-13,600000,5000
CON-EXP-655146,ACC-0625,2025-09-28,2027-09-28,600000,5000
CON-EXP-7C7429,ACC-0316,2025-10-12,2027-10-12,600000,5000
CON-EXP-9918CF,ACC-0116,2025-09-27,2027-09-27,600000,5000
CON-EXP-A88113,ACC-0882,2025-07-03,2027-07-03,600000,5000
CON-EXP-D9F204,ACC-0720,2025-08-12,2027-08-12,600000,5000
CON-EXP-120C29,ACC-0892,2025-09-08,2027-09-08,600000,5000
CON-EXP-5ABDC1,ACC-0217,2025-10-10,2027-10-10,600000,5000
CON-EXP-3B1476,ACC-0679,2025-07-19,2027-07-19,600000,5000
CON-EXP-16FE84,ACC-0662,2025-08-26,2027-08-26,600000,5000
CON-EXP-35B8B7,ACC-0480,2025-09-19,2027-09-19,600000,5000
CON-EXP-A6207A,ACC-0681,2025-09-15,2027-09-15,600000,5000
CON-EXP-B51001,ACC-0597,2025-09-29,2027-09-29,600000,5000
CON-EXP-6E37EF,ACC-0434,2025-08-28,2027-08-28,600000,5000
CON-EXP-6248E5,ACC-0451,2025-06-30,2027-06-30,600000,5000
CON-EXP-A9DAB2,ACC-0591,2025-10-10,2027-10-10,600000,5000
CON-EXP-23FCBD,ACC-0753,2025-08-01,2027-08-01,600000,5000
CON-EXP-6DF5F8,ACC-0817,2025-10-21,2027-10-21,600000,5000
CON-EXP-3C9AF7,ACC-0953,2025-09-21,2027-09-21,600000,5000
CON-EXP-D34A32,ACC-0029,2025-08-28,2027-08-28,600000,5000
CON-EXP-A8AFF8,ACC-0414,2025-08-20,2027-08-20,600000,5000
CON-EXP-919DA6,ACC-0979,2025-08-18,2027-08-18,600000,5000
CON-EXP-DE7DAA,ACC-0198,2025-10-13,2027-10-13,600000,5000
CON-EXP-5C471A,ACC-0561,2025-07-19,2027-07-19,600000,5000
CON-EXP-DD49F5,ACC-0590,2025-10-03,2027-10-03,600000,5000
CON-EXP-BDB3E9,ACC-0426,2025-10-08,2027-10-08,600000,5000
CON-EXP-C11BC4,ACC-0494,2025-07-18,2027-07-18,600000,5000
CON-EXP-8F9A28,ACC-0628,2025-09-28,2027-09-28,600000,5000
CON-EXP-5FB6B5,ACC-0034,2025-09-16,2027-09-16,600000,5000
CON-EXP-D16021,ACC-0701,2025-07-04,2027-07-04,600000,5000
CON-EXP-2DE1FB,ACC-0860,2025-10-19,2027-10-19,600000,5000
CON-EXP-609DC3,ACC-0993,2025-10-10,2027-10-10,600000,5000
CON-EXP-DF88D2,ACC-0288,2025-10-28,2027-10-28,600000,5000
CON-EXP-AE48E2,ACC-0236,2025-10-27,2027-10-27,600000,5000
CON-EXP-41C700,ACC-0099,2025-07-11,2027-07-11,600000,5000
CON-EXP-42E917,ACC-0879,2025-10-26,2027-10-26,600000,5000
CON-EXP-DFB24B,ACC-0414,2025-09-04,2027-09-04,600000,5000
CON-EXP-960B6F,ACC-0118,2025-09-04,2027-09-04,600000,5000
CON-EXP-83DD77,ACC-0941,2025-07-18,2027-07-18,600000,5000
CON-EXP-D7BBA0,ACC-0577,2025-08-01,2027-08-01,600000,5000
CON-EXP-CC5FB0,ACC-0442,2025-07-25,2027-07-25,600000,5000
CON-EXP-5136B9,ACC-0109,2025-08-14,2027-08-14,600000,5000
CON-EXP-A76D7F,ACC-0286,2025-07-01,2027-07-01,600000,5000
CON-EXP-99230A,ACC-0900,2025-09-29,2027-09-29,600000,5000
CON-EXP-EF4745,ACC-0110,2025-09-26,2027-09-26,600000,5000
CON-EXP-72247C,ACC-0903,2025-08-20,2027-08-20,600000,5000
CON-EXP-0F5CAB,ACC-0394,2025-10-16,2027-10-16,600000,5000
CON-EXP-49EC7A,ACC-0065,2025-10-21,2027-10-21,600000,5000
CON-EXP-457103,ACC-0620,2025-10-21,2027-10-21,600000,5000
CON-EXP-6A3758,ACC-0666,2025-10-18,2027-10-18,600000,5000
CON-EXP-9B702E,ACC-0059,2025-08-26,2027-08-26,600000,5000
CON-EXP-16D42D,ACC-0017,2025-07-27,2027-07-27,600000,5000
CON-EXP-C49570,ACC-0870,2025-10-02,2027-10-02,600000,5000
CON-EXP-ED3096,ACC-0319,2025-07-13,2027-07-13,600000,5000
CON-EXP-00F5EE,ACC-0683,2025-10-18,2027-10-18,600000,5000
CON-EXP-E3FF3D,ACC-0611,2025-08-26,2027-08-26,600000,5000
CON-EXP-0F8B2B,ACC-0177,2025-09-07,2027-09-07,600000,5000
CON-EXP-0C6EF9,ACC-0969,2025-08-27,2027-08-27,600000,5000
CON-EXP-E4999D,ACC-0300,2025-10-18,2027-10-18,600000,5000
CON-EXP-3C24F3,ACC-0627,2025-10-27,2027-10-27,600000,5000
CON-EXP-C995FA,ACC-0108,2025-10-24,2027-10-24,600000,5000
CON-EXP-B0BA64,ACC-0084,2025-07-13,2027-07-13,600000,5000
CON-EXP-6D479F,ACC-0951,2025-07-05,2027-07-05,600000,5000
CON-EXP-A417FE,ACC-0728,2025-09-15,2027-09-15,600000,5000
CON-EXP-A7EF57,ACC-0055,2025-08-08,2027-08-08,600000,5000
CON-EXP-3B120A,ACC-0129,2025-07-16,2027-07-16,600000,5000
CON-EXP-A5E98E,ACC-0373,2025-10-24,2027-10-24,600000,5000
CON-EXP-24595F,ACC-0195,2025-07-25,2027-07-25,600000,5000
CON-EXP-18A1E6,ACC-0683,2025-10-15,2027-10-15,600000,5000
CON-EXP-446D92,ACC-0232,2025-07-23,2027-07-23,600000,5000
CON-EXP-3DCB87,ACC-0063,2025-08-20,2027-08-20,600000,5000
CON-EXP-D3D7BE,ACC-0108,2025-09-22,2027-09-22,600000,5000
CON-EXP-D55D84,ACC-0005,2025-09-02,2027-09-02,600000,5000
CON-EXP-D9A810,ACC-0699,2025-07-13,2027-07-13,600000,5000
CON-EXP-2FD790,ACC-0437,2025-10-12,2027-10-12,600000,5000
CON-EXP-C16225,ACC-0229,2025-10-03,2027-10-03,600000,5000
CON-EXP-E9B50A,ACC-0906,2025-07-25,2027-07-25,600000,5000
CON-EXP-5B5A1A,ACC-0037,2025-09-27,2027-09-27,600000,5000
CON-EXP-B5C4CE,ACC-0752,2025-07-13,2027-07-13,600000,5000
CON-EXP-9DBAF0,ACC-0897,2025-09-25,2027-09-25,600000,5000
CON-EXP-57DB5A,ACC-0816,2025-08-28,2027-08-28,600000,5000
CON-EXP-B74326,ACC-0652,2025-07-21,2027-07-21,600000,5000
CON-EXP-8CAD1E,ACC-0674,2025-10-18,2027-10-18,600000,5000
CON-EXP-A604F2,ACC-0943,2025-09-06,2027-09-06,600000,5000
CON-EXP-E642E7,ACC-0852,2025-10-15,2027-10-15,600000,5000
CON-EXP-D2703B,ACC-0410,2025-08-12,2027-08-12,600000,5000
CON-EXP-969945,ACC-0393,2025-07-30,2027-07-30,600000,5000
CON-EXP-1C17A9,ACC-0235,2025-08-06,2027-08-06,600000,5000
CON-EXP-2710A3,ACC-0779,2025-07-28,2027-07-28,600000,5000
CON-EXP-90DF89,ACC-0937,2025-09-15,2027-09-15,600000,5000
CON-EXP-6E8731,ACC-0321,2025-07-20,2027-07-20,600000,5000
CON-EXP-A3D44E,ACC-0689,2025-07-24,2027-07-24,600000,5000
CON-EXP-38CA22,ACC-0068,2025-06-30,2027-06-30,600000,5000
CON-EXP-2B6D60,ACC-0302,2025-09-07,2027-09-07,600000,5000
CON-EXP-1A0951,ACC-0639,2025-07-11,2027-07-11,600000,5000
CON-EXP-4824BF,ACC-0177,2025-07-25,2027-07-25,600000,5000
CON-EXP-A2356B,ACC-0305,2025-09-26,2027-09-26,600000,5000
CON-EXP-2B9C17,ACC-0760,2025-07-11,2027-07-11,600000,5000
CON-EXP-AD562D,ACC-0627,2025-10-02,2027-10-02,600000,5000
CON-EXP-6A1B6A,ACC-0253,2025-07-05,2027-07-05,600000,5000
CON-EXP-4A308B,ACC-0687,2025-08-24,2027-08-24,600000,5000
CON-EXP-91D456,ACC-0729,2025-08-31,2027-08-31,600000,5000
CON-EXP-8DC025,ACC-0567,2025-07-19,2027-07-19,600000,5000
CON-EXP-9686CB,ACC-0805,2025-09-13,2027-09-13,600000,5000
CON-EXP-88974F,ACC-0304,2025-10-14,2027-10-14,600000,5000
CON-EXP-85D04F,ACC-0726,2025-07-22,2027-07-22,600000,5000
CON-EXP-ECCB01,ACC-0156,2025-10-10,2027-10-10,600000,5000
CON-EXP-2C033B,ACC-0177,2025-09-29,2027-09-29,600000,5000
CON-EXP-C41720,ACC-0362,2025-09-15,2027-09-15,600000,5000
CON-EXP-DF7586,ACC-0740,2025-09-22,2027-09-22,600000,5000
CON-EXP-255BFE,ACC-0246,2025-10-26,2027-10-26,600000,5000
CON-EXP-E8F6EF,ACC-0193,2025-07-01,2027-07-01,600000,5000
CON-EXP-807AA8,ACC-0574,2025-10-09,2027-10-09,600000,5000
CON-EXP-4B7EF6,ACC-0972,2025-09-25,2027-09-25,600000,5000
CON-EXP-DD2236,ACC-0709,2025-10-28,2027-10-28,600000,5000
CON-EXP-4C9C7F,ACC-0026,2025-07-12,2027-07-12,600000,5000
CON-EXP-34701D,ACC-0504,2025-07-26,2027-07-26,600000,5000
CON-EXP-F69E9D,ACC-0873,2025-10-15,2027-10-15,600000,5000
CON-EXP-FD60FB,ACC-0027,2025-08-07,2027-08-07,600000,5000
CON-EXP-3783C5,ACC-0382,2025-07-13,2027-07-13,600000,5000
CON-EXP-857BDB,ACC-0130,2025-10-24,2027-10-24,600000,5000
